word,occurrence,day
blobs,5.08E-08,
block,4.39E-05,930
blocs,1.48E-07,
blogs,9.34E-08,
bloke,6.34E-07,252
blond,3.56E-06,841
blood,0.00011056,1631
blook,7.84E-09,
bloom,3.52E-06,871
bloop,1.64E-09,
blore,8.82E-10,
blots,5.34E-07,
blown,6.33E-06,372
blows,6.56E-06,
blowy,7.05E-09,
blubs,8.59E-10,
blude,7.17E-07,
bluds,6.48E-11,
bludy,2.41E-08,
blued,3.97E-08,
bluer,1.36E-07,851
blues,7.44E-07,
bluet,3.50E-09,
bluey,5.34E-09,
bluff,1.80E-06,422
bluid,4.56E-08,
blume,2.51E-08,
blunk,2.23E-09,
blunt,3.54E-06,1208
blurb,2.10E-07,1074
blurs,1.02E-07,
blurt,2.26E-07,139
blush,1.92E-06,5
blype,1.09E-10,
boabs,1.78E-10,
boaks,1.01E-09,
board,8.82E-05,1922
boars,6.00E-07,
boart,3.57E-09,
boast,2.40E-06,1934
boats,1.58E-05,
bobac,1.50E-09,
bobak,5.83E-10,
bobas,3.02E-10,
bobby,1.56E-07,411
bobol,2.97E-10,
bobos,9.45E-10,
bocca,3.20E-08,
bocce,3.03E-09,
bocci,7.09E-10,
boche,3.79E-08,
bocks,4.94E-08,
boded,9.14E-08,
bodes,2.11E-07,
bodge,2.85E-09,
bodhi,1.12E-08,
bodle,1.60E-08,
boeps,1.28E-11,
boets,1.03E-09,
boeuf,1.33E-08,
boffo,1.09E-09,
boffs,1.13E-09,
bogan,6.95E-09,
bogey,7.47E-08,
boggy,3.71E-07,
bogie,1.53E-07,
bogle,1.92E-08,
bogue,8.84E-09,
bogus,2.39E-07,
bohea,7.88E-08,
bohos,2.38E-10,
boils,1.06E-06,
boing,1.08E-07,
boink,3.83E-10,
boite,2.29E-08,
boked,1.52E-08,
bokeh,6.16E-10,
bokes,2.43E-06,
bokos,2.16E-10,
bolar,5.86E-09,
bolas,1.67E-08,
bolds,2.77E-08,
boles,1.86E-07,
bolix,2.67E-11,
bolls,1.04E-06,
bolos,9.87E-09,
bolts,3.80E-06,
bolus,3.27E-07,
bomas,1.64E-08,
bombe,1.88E-07,
bombo,4.06E-09,
bombs,1.41E-06,
bonce,7.08E-09,
bonds,3.68E-05,
boned,2.44E-07,
boner,9.61E-08,
bones,1.97E-05,
boney,4.14E-08,2067
bongo,8.10E-08,858
bongs,3.86E-09,
bonie,2.91E-08,
bonks,2.15E-08,
bonne,4.89E-07,
bonny,7.16E-07,
bonus,6.35E-06,1159
bonza,1.64E-09,
bonze,2.48E-08,
booai,3.63E-11,
booay,3.27E-11,
boobs,3.26E-08,
booby,3.72E-07,54
boody,5.37E-09,
booed,2.34E-08,
boofy,1.47E-08,
boogy,5.40E-10,
boohs,2.03E-08,
books,8.95E-05,
booky,1.25E-08,
bools,1.10E-08,
booms,3.66E-07,
boomy,2.05E-09,
boong,1.01E-09,
boons,9.85E-08,
boord,9.05E-07,
boors,2.27E-07,
boose,1.53E-07,
boost,5.79E-06,197
booth,3.14E-06,1762
boots,3.94E-06,
booty,9.07E-07,1915
booze,8.72E-07,469
boozy,7.55E-08,130
boppy,3.11E-10,
borak,8.36E-10,
boral,1.38E-09,
boras,2.24E-08,
borax,2.73E-07,724
borde,2.21E-07,
bords,7.50E-08,
bored,2.07E-06,
boree,1.99E-09,
borel,2.80E-09,
borer,5.31E-07,
bores,5.50E-07,
borgo,4.92E-09,
boric,3.26E-07,
borks,6.95E-10,
borms,5.73E-11,
borna,1.50E-08,
borne,1.12E-05,2030
boron,8.91E-07,
borts,2.97E-09,
borty,1.04E-09,
bortz,1.25E-09,
bosie,4.92E-10,
bosks,4.01E-09,
bosky,3.45E-08,
bosom,2.52E-06,913
boson,1.46E-07,
bossy,2.95E-07,1733
bosun,1.77E-08,
botas,4.98E-09,
botch,7.39E-08,1663
botel,1.54E-08,
botes,7.71E-08,
bothy,4.97E-08,
botte,3.61E-08,
botts,1.56E-08,
botty,1.44E-09,
bouge,2.94E-08,
bough,3.78E-07,494
bouks,3.07E-09,
boule,9.37E-08,741
boult,6.43E-08,
bound,4.46E-05,1701
bouns,7.97E-10,
bourd,1.87E-07,
bourg,1.23E-07,
bourn,1.28E-07,
bouse,1.04E-06,
bousy,7.80E-10,
bouts,3.91E-07,
bovid,4.49E-09,
bowat,1.19E-10,
bowed,4.93E-06,
bowel,4.90E-06,665
bower,1.56E-06,
bowes,1.11E-06,
bowet,7.35E-10,
bowie,6.37E-08,
bowls,1.53E-06,
bowne,9.73E-09,
bowrs,4.91E-09,
bowse,3.53E-08,
boxed,3.85E-07,
boxen,1.85E-08,
boxer,8.91E-07,1228
boxes,9.91E-06,
boxla,2.17E-11,
boxty,3.66E-10,
boyar,2.66E-08,
boyau,6.10E-09,
boyed,9.75E-09,
boyfs,7.31E-11,
boygs,0,
boyla,3.83E-09,
boyos,9.69E-10,
boysy,3.89E-10,
bozos,2.76E-09,
braai,2.56E-09,
brace,1.62E-06,2117
brach,6.18E-08,
brack,4.24E-08,
bract,1.14E-07,
brads,3.77E-08,
braes,1.01E-07,
brags,4.07E-07,
braid,1.09E-06,865
brail,2.75E-08,
brain,5.09E-05,821
brake,5.23E-06,184
braks,6.04E-09,
braky,4.23E-09,
brame,1.82E-08,
brand,1.55E-05,1821
brane,1.27E-07,
brank,1.46E-08,
brans,1.51E-08,
brant,8.86E-08,
brash,4.98E-07,1417
brass,6.80E-06,955
brast,1.96E-07,
brats,3.17E-07,
brava,1.98E-08,
brave,7.25E-06,994
bravi,3.92E-09,
bravo,9.49E-08,836
brawl,4.47E-07,1927
brawn,1.66E-07,710
braws,3.24E-09,
braxy,1.06E-08,
brays,1.52E-07,
braza,1.43E-08,
braze,3.73E-08,
bread,1.86E-05,1027
break,4.59E-05,172
bream,1.33E-07,
brede,4.52E-07,
breds,1.64E-07,
breed,6.27E-06,1334
breem,7.26E-09,
breer,1.07E-09,
brees,1.29E-09,
breid,1.47E-07,
breis,2.11E-08,
breme,1.31E-08,
brens,9.62E-10,
brent,4.53E-07,
brere,1.28E-08,
brers,1.03E-09,
breve,4.38E-07,
brews,1.38E-07,
breys,6.94E-10,
briar,1.41E-07,135
bribe,1.59E-06,64
brick,9.54E-06,1441
bride,6.61E-06,1512
brief,4.49E-05,1353
brier,2.00E-07,
bries,4.78E-08,
brigs,2.63E-07,
briki,1.44E-10,
briks,4.84E-10,
brill,5.03E-08,
brims,2.13E-07,
brine,2.30E-06,261
bring,8.86E-05,164
brink,1.81E-06,378
brins,1.49E-08,
briny,1.02E-07,1696
brios,4.27E-10,
brise,1.03E-08,
brisk,1.81E-06,486
briss,1.09E-09,
brith,2.22E-08,
brits,1.50E-09,
britt,3.94E-09,
brize,2.34E-08,
broad,5.12E-05,1709
broch,2.91E-08,
brock,2.11E-08,
brods,5.32E-09,
brogh,2.10E-10,
brogs,2.52E-09,
broil,1.94E-07,1255
broke,2.30E-05,1807
brome,3.43E-07,
bromo,3.66E-07,
bronc,1.34E-08,
brond,6.27E-08,
brood,1.95E-06,1033
brook,1.71E-06,1738
brool,1.42E-09,
broom,1.41E-06,1501
broos,4.14E-10,
brose,4.62E-08,
brosy,1.21E-10,
broth,2.71E-06,2174
brown,3.62E-05,2223
brows,2.12E-06,
brugh,2.70E-08,
bruin,2.21E-08,
bruit,7.27E-07,
brule,1.03E-08,
brume,4.19E-08,
brung,2.18E-08,
brunt,9.62E-07,2050
brush,1.01E-05,1728
brusk,5.11E-09,
brust,4.57E-08,
brute,1.89E-06,1958
bruts,1.79E-09,
buats,4.39E-10,
buaze,2.40E-10,
bubal,1.17E-09,
bubas,1.24E-09,
bubba,1.47E-09,
bubbe,3.24E-08,
bubby,2.38E-09,
bubus,2.81E-09,
buchu,1.99E-08,
bucko,3.82E-09,
bucks,5.11E-07,
bucku,8.01E-10,
budas,1.09E-09,
buddy,1.99E-06,822
budge,8.20E-07,776
budis,1.98E-10,
budos,2.83E-11,
buffa,3.40E-08,
buffe,1.62E-07,
buffi,3.72E-09,
buffo,3.10E-08,
buffs,6.74E-08,
buffy,1.45E-07,
bufos,1.59E-10,
bufty,4.21E-10,
buggy,1.06E-06,428
bugle,3.77E-07,1460
buhls,1.31E-10,
buhrs,5.79E-09,
buiks,1.71E-08,
build,4.76E-05,1164
built,7.56E-05,673
buist,6.20E-09,
bukes,2.70E-08,
bulbs,1.45E-06,
bulge,1.36E-06,1815
bulgy,7.22E-09,
bulks,2.02E-07,
bulky,1.88E-06,2000
bulla,1.57E-07,
bulls,2.44E-06,
bully,1.41E-06,1224
bulse,5.74E-09,
bumbo,2.03E-09,
bumfs,6.59E-11,
bumph,6.24E-10,
bumps,2.66E-07,
bumpy,7.87E-08,
bunas,2.04E-09,
bunce,4.12E-09,
bunch,6.42E-06,2169
bunco,1.08E-08,
bunde,1.57E-07,
bundh,1.66E-09,
bunds,6.69E-08,
bundt,1.70E-09,
bundu,8.38E-10,
bundy,1.78E-09,
bungs,3.63E-08,
bungy,3.34E-09,
bunia,1.93E-10,
bunje,1.13E-10,
bunjy,3.35E-11,
bunko,3.73E-09,
bunks,1.63E-07,
bunns,1.39E-09,
bunny,4.06E-07,1212
bunts,1.58E-08,
bunty,1.97E-09,
bunya,3.33E-09,
buoys,6.97E-07,
buppy,2.09E-10,
buran,9.03E-09,
buras,1.25E-08,
burbs,1.60E-08,
burds,2.14E-08,
buret,4.15E-08,
burfi,3.79E-09,
burgh,3.48E-06,
burgs,1.78E-08,
burin,1.18E-07,
burka,3.59E-09,
burke,1.26E-08,
burks,3.64E-10,
burls,1.38E-08,
burly,6.98E-07,1403
burns,3.72E-06,
burnt,5.36E-06,940
buroo,1.82E-10,
burps,4.27E-09,
burqa,5.81E-09,
burro,7.34E-08,
burrs,2.58E-07,
burry,1.54E-08,
bursa,1.81E-07,
burse,4.32E-08,
burst,1.23E-05,1386
busby,1.26E-08,
bused,1.48E-07,1838
buses,1.37E-06,
bushy,8.76E-07,1052
busks,1.18E-08,
busky,5.33E-09,
bussu,1.55E-10,
busti,9.29E-09,
busts,6.20E-07,
busty,1.20E-08,
butch,2.30E-07,333
buteo,4.65E-09,
butes,1.28E-07,
butle,4.60E-09,
butoh,2.64E-09,
butte,9.66E-08,1824
butts,1.10E-06,
butty,1.95E-08,
butut,4.71E-10,
butyl,6.75E-07,
buxom,1.81E-07,1007
buyer,1.27E-05,1094
buzzy,4.78E-09,
bwana,4.22E-09,
bwazi,2.08E-11,
byded,2.39E-11,
bydes,2.22E-08,
byked,0,
bykes,6.46E-10,
bylaw,3.24E-07,1202
byres,3.33E-08,
byrls,0,
byssi,1.43E-09,
bytes,3.44E-07,
byway,2.66E-07,
caaed,1.76E-10,
cabal,2.02E-07,2078
cabas,1.71E-09,
cabby,7.28E-08,2151
caber,7.14E-09,
cabin,8.83E-06,979
cable,2.23E-05,1926
cabob,2.54E-10,
caboc,4.43E-11,
cabre,1.01E-09,
cacao,5.95E-07,373
cacas,7.73E-09,
cache,3.37E-06,1337
cacks,1.02E-09,
cacky,7.13E-11,
cacti,3.69E-07,1642
caddy,1.48E-07,782
cadee,2.40E-09,
cades,6.33E-08,
cadet,8.49E-07,1853
cadge,1.11E-08,
cadgy,4.08E-10,
cadie,4.95E-09,
cadis,3.27E-08,
cadre,2.53E-07,
caeca,6.83E-08,
caese,8.32E-10,
cafes,9.72E-06,
caffs,2.70E-08,
caged,2.50E-07,
cager,2.90E-08,
cages,8.93E-07,
cagey,1.04E-07,2053
cagot,8.07E-10,
cahow,1.10E-09,
caids,3.27E-09,
cains,5.53E-09,
caird,8.15E-08,
cairn,3.80E-07,1686
cajon,1.84E-09,
cajun,1.63E-09,
caked,1.15E-07,
cakes,2.46E-06,
cakey,1.57E-09,
calfs,1.40E-08,
calid,5.70E-08,
calif,4.05E-08,
calix,1.90E-07,
calks,7.33E-08,
calla,2.81E-07,
calls,3.63E-05,
calms,6.08E-07,
calmy,1.00E-08,
calos,2.47E-09,
calpa,6.61E-09,
calps,2.10E-10,
calve,1.14E-07,
calyx,1.70E-06,
caman,1.71E-09,
camas,1.50E-08,
camel,1.97E-06,1841
cameo,3.85E-07,1672
cames,2.83E-08,
camis,1.17E-08,
camos,1.18E-09,
campi,7.41E-08,
campo,2.84E-07,
camps,4.08E-06,
campy,1.02E-08,
camus,6.93E-09,
canal,1.06E-05,1531
candy,3.75E-06,825
caned,9.43E-08,
caneh,5.26E-11,
caner,1.05E-08,
canes,1.47E-06,
cangs,2.97E-11,
canid,6.19E-09,
canna,1.84E-07,
canns,3.66E-09,
canny,3.01E-07,331
canoe,2.88E-06,592
canon,3.63E-06,1199
canso,5.42E-09,
canst,7.26E-06,
canto,7.43E-07,
cants,1.41E-07,
canty,2.86E-08,
capas,5.66E-09,
caped,9.33E-08,
caper,2.43E-07,1226
capes,5.46E-07,
capex,2.11E-09,
caphs,9.70E-11,
capiz,4.99E-10,
caple,1.22E-08,
capon,4.78E-07,
capos,4.98E-09,
capot,7.80E-09,
capri,1.84E-08,
capul,2.38E-09,
caput,3.11E-07,1712
carap,1.12E-09,
carat,2.86E-07,2035
carbo,8.84E-08,
carbs,2.75E-08,
carby,7.24E-10,
cardi,1.68E-07,
cards,9.95E-06,
cardy,1.40E-08,
cared,5.50E-06,
carer,6.91E-08,
cares,1.25E-05,
caret,2.42E-07,
carex,9.85E-09,
cargo,1.39E-05,311
carks,2.29E-08,
carle,3.54E-07,
carls,4.04E-08,
carns,7.55E-09,
carny,6.41E-09,
carob,5.32E-08,
carol,2.56E-07,1391
carom,1.03E-08,
caron,1.11E-08,
carpi,9.76E-08,
carps,9.84E-08,
carrs,1.55E-08,
carry,6.01E-05,518
carse,3.21E-08,
carta,1.99E-07,
carte,6.00E-07,
carts,2.31E-06,
carve,1.27E-06,611
carvy,1.44E-09,
casas,4.74E-08,
casco,4.40E-09,
cased,5.09E-07,
cases,0.000141141,
casks,1.78E-06,
casky,1.30E-10,
caste,6.54E-06,1084
casts,3.91E-06,
casus,2.24E-07,
catch,2.51E-05,506
cater,1.77E-06,272
cates,6.19E-07,
catty,9.92E-08,2301
cauda,1.32E-07,
cauks,8.55E-09,
cauld,1.55E-07,
caulk,1.02E-07,243
cauls,6.18E-08,
caums,2.41E-09,
caups,8.45E-10,
cauri,1.49E-09,
causa,1.87E-06,
cause,0.000136995,1288
cavas,5.20E-09,
caved,1.35E-07,
cavel,2.77E-09,
caver,1.92E-08,
caves,2.31E-06,
cavie,1.02E-09,
cavil,1.16E-07,965
cawed,1.71E-08,
cawks,5.69E-11,
caxon,7.38E-09,
cease,1.08E-05,1777
ceaze,5.45E-08,
cebid,4.31E-10,
cecal,4.12E-08,
cecum,1.27E-07,
cedar,2.08E-06,1322
ceded,2.09E-06,
ceder,1.52E-08,
cedes,1.47E-07,
cedis,8.15E-09,
ceiba,1.36E-08,
ceili,2.34E-09,
ceils,1.63E-08,
celeb,1.72E-08,
cella,1.16E-07,
celli,2.33E-08,
cello,9.89E-07,1896
cells,2.84E-05,
celom,1.73E-09,
celts,8.78E-08,
cense,1.55E-07,
cento,1.47E-07,
cents,2.58E-05,
centu,5.40E-08,
ceorl,2.25E-08,
cepes,3.75E-09,
cerci,4.40E-08,
cered,8.41E-09,
ceres,1.37E-07,
cerge,1.06E-10,
ceria,1.69E-08,
ceric,2.02E-08,
cerne,1.22E-07,
ceroc,4.17E-10,
ceros,4.74E-09,
certs,5.29E-08,
certy,1.97E-08,
cesse,6.98E-08,
cesta,6.56E-09,
cesti,2.48E-09,
cetes,2.80E-09,
cetyl,2.29E-08,
cezve,5.16E-11,
chace,1.69E-06,
chack,5.20E-09,
chaco,1.35E-08,
chado,1.10E-09,
chads,9.42E-09,
chafe,1.54E-07,1336
chaff,6.96E-07,696
chaft,6.19E-07,
chain,3.73E-05,2113
chair,3.23E-05,1397
chais,6.85E-09,
chalk,2.73E-06,1462
chals,5.10E-09,
champ,3.42E-07,182
chams,1.10E-08,
chana,6.34E-09,
chang,4.01E-07,
chank,1.88E-08,
chant,1.87E-06,255
chaos,7.70E-06,593
chape,7.39E-08,
chaps,6.41E-07,
chapt,1.48E-06,
chara,4.25E-07,
chard,2.33E-07,1711
chare,8.57E-08,
chark,5.13E-09,
charm,6.16E-06,459
charr,5.28E-08,
chars,6.78E-08,
chart,1.77E-05,1809
chary,2.91E-07,
chase,4.34E-06,652
chasm,9.53E-07,1724
chats,1.55E-07,
chave,1.33E-08,
chavs,5.42E-10,
chawk,4.25E-10,
chaws,8.16E-09,
chaya,5.21E-09,
chays,6.83E-10,
cheap,1.08E-05,1342
cheat,1.68E-06,166
check,5.23E-05,953
cheek,9.52E-06,307
cheep,1.80E-08,
cheer,2.72E-06,1706
chefs,3.69E-07,
cheka,7.27E-10,
chela,5.39E-08,
chelp,6.31E-09,
chemo,6.35E-08,
chems,4.38E-09,
chere,1.24E-06,
chert,6.41E-07,
chess,2.62E-06,2145
chest,2.73E-05,281
cheth,1.55E-07,
chevy,3.38E-09,
chews,8.82E-08,
chewy,2.01E-08,
chiao,2.15E-08,
chias,5.06E-09,
chibs,3.15E-10,
chica,2.09E-08,
chich,1.71E-08,
chick,2.66E-06,1529
chico,1.14E-08,
chics,4.18E-08,
chide,1.81E-07,1764
chief,4.58E-05,455
chiel,6.09E-08,
chiks,4.34E-10,
child,0.000173349,989
chile,1.20E-07,
chili,1.14E-06,1584
chill,4.03E-06,150
chimb,1.70E-09,
chime,4.62E-07,2158
chimo,1.75E-09,
chimp,2.26E-08,
china,2.43E-06,762
chine,5.62E-07,
ching,9.81E-07,
chink,4.42E-07,
chino,8.79E-09,
chins,2.53E-07,
chips,1.74E-06,
chirk,5.16E-09,
chirl,1.94E-10,
chirm,3.96E-09,
chiro,4.70E-09,
chirp,4.15E-07,2213
chirr,4.98E-09,
chirt,1.70E-09,
chiru,1.76E-09,
chits,1.02E-07,
chive,1.58E-08,
chivs,2.03E-10,
chivy,1.40E-09,
chizz,4.32E-11,
chock,2.51E-07,1907
choco,6.90E-09,
chocs,2.68E-09,
chode,7.84E-09,
chogs,2.34E-10,
choil,2.13E-09,
choir,3.23E-06,918
choke,1.70E-06,256
choko,1.08E-09,
choky,4.86E-09,
chola,4.47E-09,
choli,4.61E-09,
cholo,6.63E-09,
chomp,5.99E-09,
chons,2.38E-09,
choof,2.40E-08,
chook,4.25E-09,
choom,1.08E-09,
choon,3.15E-09,
chops,5.96E-07,
chord,3.49E-06,826
chore,9.27E-07,1220
chose,1.85E-05,635
chota,4.61E-09,
chott,9.45E-10,
chout,1.36E-08,
choux,9.92E-09,
chowk,2.05E-09,
chows,8.40E-09,
chubs,2.03E-08,
chuck,7.67E-07,1182
chufa,5.11E-09,
chuff,2.66E-08,
chugs,4.70E-09,
chump,8.98E-08,734
chums,8.01E-08,
chunk,1.61E-06,303
churl,3.43E-07,
churn,5.49E-07,1600
churr,3.54E-09,
chuse,9.65E-06,
chute,1.01E-06,475
chuts,2.66E-10,
chyle,5.70E-07,
chyme,9.15E-08,
chynd,3.35E-09,
cibol,2.45E-10,
cided,1.04E-07,
cider,1.14E-06,1367
cides,3.09E-08,
ciels,1.15E-09,
cigar,2.61E-06,0
ciggy,4.76E-10,
cilia,5.91E-07,
cills,1.59E-08,
cimar,5.99E-10,
cimex,8.29E-09,
cinch,2.15E-07,418
cinct,2.23E-08,
cines,9.24E-08,
cinqs,1.11E-10,
cions,1.15E-07,
cippi,7.92E-09,
circa,2.23E-06,2003
circs,1.55E-08,
cires,1.03E-08,
cirls,5.96E-10,
cirri,1.45E-07,
cisco,5.99E-08,
cissy,1.46E-09,
cists,4.69E-08,
cital,2.41E-08,
cited,2.56E-05,
citer,7.29E-08,
cites,3.86E-06,
cives,1.27E-07,
civet,2.35E-07,
civic,7.82E-06,96
civie,2.35E-09,
civil,6.21E-05,888
civvy,2.31E-09,
clach,3.55E-09,
clack,1.83E-07,1785
clade,7.02E-08,
clads,8.86E-08,
claes,1.85E-08,
clags,2.10E-09,
claim,9.09E-05,554
clame,1.78E-07,
clamp,2.48E-06,1817
clams,4.31E-07,
clang,3.47E-07,2189
clank,1.60E-07,2027
clans,1.03E-06,
claps,5.06E-07,
clapt,7.88E-07,
claro,7.93E-08,
clart,2.07E-09,
clary,2.50E-08,
clash,3.24E-06,1629
clasp,9.76E-07,925
class,0.000159875,465
clast,3.25E-08,
clats,2.46E-09,
claut,1.20E-09,
clave,2.59E-07,
clavi,1.42E-08,
claws,1.97E-06,
clays,1.76E-06,
clean,3.43E-05,761
clear,0.000149988,1363
cleat,1.84E-07,1573
cleck,1.88E-09,
cleek,1.02E-08,
cleep,1.01E-09,
clefs,5.35E-08,
cleft,2.39E-06,1912
clegs,1.17E-09,
cleik,2.69E-08,
clems,2.26E-09,
clepe,6.02E-08,
clept,6.16E-08,
clerk,1.45E-05,1682
cleve,7.12E-08,
clews,2.14E-08,
click,1.57E-05,134
clied,1.11E-08,
clies,7.59E-09,
cliff,4.16E-06,800
clift,9.66E-08,
climb,8.63E-06,1679
clime,1.75E-06,
cline,1.66E-07,
cling,2.03E-06,433
clink,2.74E-07,753
clint,4.33E-09,
clipe,2.81E-08,
clips,6.16E-07,
clipt,2.03E-07,
clits,8.41E-10,
cloak,3.54E-06,1592
cloam,6.03E-10,
clock,1.46E-05,160
clods,4.68E-07,
cloff,7.90E-09,
clogs,3.58E-07,
cloke,1.60E-06,
clomb,3.15E-08,
clomp,3.21E-09,
clone,2.30E-06,2085
clonk,3.16E-09,
clons,1.27E-07,
cloop,6.16E-10,
cloot,4.18E-09,
clops,3.54E-09,
close,0.000130343,2080
clote,7.29E-09,
cloth,1.49E-05,262
clots,3.76E-07,
cloud,1.52E-05,2077
clour,7.62E-09,
clous,5.49E-08,
clout,1.07E-06,1580
clove,8.30E-07,1107
clown,1.39E-06,450
clows,3.08E-08,
cloye,1.51E-08,
cloys,5.38E-08,
cloze,5.68E-08,
clubs,4.91E-06,
cluck,9.36E-08,46
clued,7.32E-08,1082
clues,2.20E-06,
cluey,9.88E-11,
clump,1.04E-06,2259
clung,2.82E-06,750
clunk,1.40E-08,
clype,4.60E-10,
cnida,9.01E-10,
coach,9.02E-06,626
coact,2.10E-08,
coady,6.17E-11,
coala,2.10E-09,
coals,4.92E-06,
coaly,8.41E-08,
coapt,1.35E-08,
coarb,2.43E-09,
coast,2.81E-05,140
coate,2.03E-06,
coati,2.58E-08,
coats,4.56E-06,
cobbs,2.32E-09,
cobby,7.15E-09,
cobia,2.06E-08,
coble,2.20E-08,
cobra,4.12E-07,1835
cobza,6.74E-10,
cocas,1.58E-09,
cocci,2.39E-07,
cocco,5.07E-09,
cocks,6.66E-07,
cocky,4.94E-07,
cocoa,3.03E-06,1555
cocos,1.70E-08,
codas,6.47E-08,
codec,2.28E-07,
coded,5.97E-06,
coden,4.66E-09,
coder,4.28E-07,
codes,1.78E-05,
codex,4.46E-07,
codon,8.77E-07,
coeds,5.57E-08,
coffs,5.50E-10,
cogie,6.65E-10,
cogon,1.98E-08,
cogue,4.87E-10,
cohab,2.19E-09,
cohen,3.79E-08,
cohoe,9.00E-10,
cohog,8.21E-11,
cohos,9.72E-09,
coifs,1.35E-08,
coign,1.48E-08,
coils,3.36E-06,
coins,8.21E-06,
coirs,1.42E-09,
coits,1.73E-09,
coked,3.68E-08,
cokes,9.59E-08,
colas,6.34E-08,
colby,1.33E-08,
colds,6.96E-07,
coled,2.20E-09,
coles,1.76E-08,
coley,3.59E-09,
colic,6.55E-07,
colin,2.63E-08,
colls,8.42E-08,
colly,4.99E-09,
colog,1.99E-09,
colon,4.99E-06,25
color,5.88E-05,1786
colts,1.80E-07,
colza,9.17E-08,
comae,1.31E-08,
comal,1.73E-08,
comas,5.38E-08,
combe,3.54E-08,
combi,9.66E-08,
combo,4.99E-07,
combs,6.89E-07,
comby,2.00E-09,
comer,1.10E-06,
comes,7.73E-05,
comet,1.53E-06,122
comfy,2.84E-07,1281
comic,6.59E-06,1081
comix,2.29E-08,
comma,1.82E-06,296
commo,5.05E-08,
comms,1.35E-07,
commy,2.30E-09,
compo,1.97E-07,
comps,1.99E-07,
compt,2.02E-08,
comte,2.11E-07,
comus,2.42E-09,
conch,4.92E-07,1238
condo,7.70E-07,2285
coned,5.52E-08,
cones,2.83E-06,
coney,3.09E-08,
confs,1.24E-08,
conga,8.21E-08,
conge,1.46E-08,
congo,4.09E-08,
conia,3.50E-09,
conic,4.68E-07,175
conin,1.03E-08,
conks,1.66E-08,
conky,4.94E-10,
conne,4.19E-08,
conns,9.57E-09,
conte,1.20E-07,
conto,4.88E-08,
conus,1.22E-07,
convo,1.10E-08,
cooch,6.73E-09,
cooed,2.69E-07,
cooee,4.76E-09,
cooer,4.76E-10,
cooey,1.07E-09,
coofs,4.68E-10,
cooks,1.82E-06,
cooky,1.70E-08,
cools,7.68E-07,
cooly,4.46E-08,
coomb,7.92E-09,
cooms,2.24E-09,
coomy,1.09E-10,
coons,5.66E-08,
coops,1.80E-07,
coopt,4.98E-08,
coost,4.57E-09,
coots,9.22E-08,
cooze,3.63E-09,
copal,7.71E-08,
copay,3.04E-08,
coped,4.81E-07,
copen,1.47E-09,
coper,1.58E-08,
copes,2.02E-07,
coppy,9.65E-09,
copra,4.95E-07,
copse,2.49E-07,1053
copsy,6.79E-10,
coqui,1.32E-08,
coral,4.15E-06,1170
coram,2.28E-07,
corbe,8.38E-10,
corby,1.20E-09,
cords,2.54E-06,
cored,6.92E-07,
corer,1.12E-07,2036
cores,4.80E-06,
corey,2.60E-09,
corgi,2.12E-08,
coria,2.74E-09,
corks,2.08E-07,
corky,8.65E-08,
corms,1.49E-07,
corni,1.03E-08,
corno,1.14E-08,
corns,1.83E-07,
cornu,6.56E-08,
corny,2.52E-07,98
corps,6.09E-06,
corse,5.98E-08,
corso,4.72E-08,
cosec,9.21E-09,
cosed,1.88E-09,
coses,5.11E-08,
coset,1.47E-07,
cosey,9.01E-09,
cosie,3.87E-10,
costa,3.52E-07,
coste,2.03E-08,
costs,0.000154203,
cotan,1.90E-09,
coted,2.30E-09,
cotes,3.65E-08,
coths,9.03E-11,
cotta,4.63E-07,
cotts,3.48E-09,
couch,5.92E-06,663
coude,4.15E-08,
cough,4.08E-06,947
could,0.000813898,224
count,3.02E-05,571
coupe,3.94E-07,2068
coups,6.09E-07,
courb,3.34E-10,
courd,6.93E-10,
coure,5.27E-09,
cours,3.05E-07,
court,0.000211222,1840
couta,1.01E-09,
couth,1.83E-08,
coved,3.31E-08,
coven,2.51E-07,1936
cover,7.36E-05,891
coves,2.92E-07,
covet,3.63E-07,594
covey,9.60E-08,1754
covin,6.18E-09,
cowal,2.49E-10,
cowan,5.56E-09,
cowed,3.28E-07,
cower,1.69E-07,1956
cowks,2.72E-11,
cowls,4.83E-08,
cowps,1.83E-09,
cowry,3.38E-08,
coxae,2.65E-07,
coxal,1.10E-07,
coxed,6.15E-09,
coxes,1.80E-09,
coxib,2.37E-09,
coyau,1.27E-10,
coyed,4.99E-10,
coyer,8.39E-09,
coyly,2.15E-07,425
coypu,1.63E-08,
cozed,1.29E-10,
cozen,2.67E-08,
cozes,2.92E-10,
cozey,1.77E-10,
cozie,8.00E-10,
craal,5.97E-10,
crabs,1.79E-06,
crack,1.54E-05,2165
craft,1.17E-05,1792
crags,3.19E-07,
craic,1.55E-08,
craig,3.05E-08,
crake,1.30E-08,
crame,2.66E-09,
cramp,4.24E-07,423
crams,2.71E-08,
crane,2.86E-06,1729
crank,1.30E-06,203
crans,6.17E-09,
crape,9.31E-08,
craps,1.45E-07,
crapy,7.50E-10,
crare,8.75E-10,
crash,7.85E-06,1068
crass,4.05E-07,67
crate,1.12E-06,45
crave,8.15E-07,550
crawl,2.55E-06,1664
craws,8.39E-09,
crays,3.27E-09,
craze,6.88E-07,186
